payment_id,payment_type,payment_amount,payment_date,payment_due
642,cash,1500,2017-07-24,2017-08-23
643,cash,1100,2017-04-15,2017-05-15
644,cash,1300,2019-12-22,2020-01-21
645,cash,1800,2018-08-19,2018-09-18
646,cash,600,2019-11-05,2019-12-05
647,cash,1700,2014-10-06,2014-11-05
648,cash,1900,2015-07-25,2015-08-24
649,cash,1900,2018-02-28,2018-03-30
650,cash,2000,2016-10-26,2016-11-25
651,cash,700,2019-05-22,2019-06-21
652,cash,500,2014-02-10,2014-03-12
653,cash,2000,2019-08-04,2019-09-03
654,cash,600,2019-09-19,2019-10-19
655,cash,1300,2013-10-14,2013-11-13
656,cash,1700,2018-11-04,2018-12-04
657,cash,300,2019-12-31,2020-01-30
658,cash,900,2018-07-22,2018-08-21
659,cash,2400,2014-04-07,2014-05-07
660,cash,2200,2017-12-11,2018-01-10
661,cash,1700,2018-04-10,2018-05-10
662,cash,2400,2018-08-02,2018-09-01
663,cash,2500,2018-12-08,2019-01-07
664,cash,900,2018-06-02,2018-07-02
665,cash,700,2019-12-04,2020-01-03
666,cash,2400,2017-09-27,2017-10-27
667,cash,1600,2016-10-20,2016-11-19
668,cash,1800,2017-05-19,2017-06-18
669,cash,1300,2017-10-03,2017-11-02
670,cash,1300,2019-09-29,2019-10-29
671,cash,700,2019-08-17,2019-09-16
672,cash,2500,2012-12-09,2013-01-08
673,cash,500,2019-01-11,2019-02-10
674,cash,400,2019-06-23,2019-07-23
675,cash,2400,2017-09-27,2017-10-27
676,cash,1200,2014-02-10,2014-03-12
677,cash,1200,2011-04-05,2011-05-05
678,cash,1900,2018-04-25,2018-05-25
679,cash,1500,2016-04-02,2016-05-02
680,cash,500,2018-02-20,2018-03-22
681,cash,1500,2019-06-02,2019-07-02
682,cash,1700,2015-09-16,2015-10-16
683,cash,1400,2013-01-17,2013-02-16
684,cash,600,2017-08-31,2017-09-30
685,cash,300,2019-05-11,2019-06-10
686,cash,1900,2016-05-25,2016-06-24
687,cash,800,2015-10-05,2015-11-04
688,cash,1600,2018-07-29,2018-08-28
689,cash,2500,2019-08-22,2019-09-21
690,cash,500,2017-10-06,2017-11-05
691,cash,1000,2017-12-29,2018-01-28
692,cash,1500,2017-03-10,2017-04-09
693,cash,2400,2019-04-18,2019-05-18
694,cash,2300,2017-03-09,2017-04-08
695,cash,400,2018-02-13,2018-03-15
696,cash,2500,2015-09-18,2015-10-18
697,cash,700,2017-04-03,2017-05-03
698,cash,1200,2018-06-04,2018-07-04
699,cash,2500,2016-07-05,2016-08-04
700,cash,2400,2019-06-16,2019-07-16
701,cash,1100,2018-01-29,2018-02-28
702,cash,500,2018-09-15,2018-10-15
703,cash,600,2019-03-22,2019-04-21
704,cash,700,2017-11-21,2017-12-21
705,cash,1100,2017-09-19,2017-10-19
706,cash,700,2017-10-11,2017-11-10
707,cash,800,2014-02-02,2014-03-04
708,cash,2000,2018-05-24,2018-06-23
709,cash,1500,2014-05-01,2014-05-31
710,cash,300,2019-01-25,2019-02-24
711,cash,1800,2018-01-14,2018-02-13
712,cash,900,2017-05-10,2017-06-09
713,cash,1400,2013-10-29,2013-11-28
714,cash,700,2016-08-08,2016-09-07
715,cash,1500,2017-03-13,2017-04-12
716,cash,400,2016-10-10,2016-11-09
717,cash,1200,2019-11-14,2019-12-14
718,cash,2200,2016-04-28,2016-05-28
719,cash,2300,2015-07-02,2015-08-01
720,cash,2300,2013-09-21,2013-10-21
721,cash,2500,2017-11-08,2017-12-08
722,cash,2400,2013-11-07,2013-12-07
723,cash,2100,2017-09-15,2017-10-15
724,cash,1400,2019-11-06,2019-12-06
725,cash,300,2018-02-07,2018-03-09
726,cash,900,2013-10-31,2013-11-30
727,cash,800,2019-12-06,2020-01-05
728,cash,600,2018-10-16,2018-11-15
729,cash,600,2018-12-31,2019-01-30
730,cash,1300,2018-04-06,2018-05-06
731,cash,500,2014-05-06,2014-06-05
732,cash,1600,2018-02-18,2018-03-20
733,cash,1500,2014-02-03,2014-03-05
734,cash,2500,2019-11-28,2019-12-28
735,cash,1200,2019-11-13,2019-12-13
736,cash,1300,2019-12-25,2020-01-24
737,cash,1900,2014-06-21,2014-07-21
738,cash,1100,2019-11-19,2019-12-19
739,cash,1000,2010-09-07,2010-10-07
740,cash,1100,2016-08-06,2016-09-05
741,cash,400,2017-06-30,2017-07-30
742,cash,1000,2019-05-05,2019-06-04
743,cash,1500,2013-07-29,2013-08-28
744,cash,900,2016-05-01,2016-05-31
745,cash,900,2019-03-01,2019-03-31
746,cash,400,2015-01-22,2015-02-21
747,cash,2300,2017-02-01,2017-03-03
748,cash,1300,2018-03-26,2018-04-25
749,cash,1200,2016-04-25,2016-05-25
750,cash,500,2018-04-11,2018-05-11
751,cash,1300,2013-06-05,2013-07-05
752,cash,1800,2015-08-04,2015-09-03
753,cash,1600,2019-08-07,2019-09-06
754,cash,2100,2017-06-13,2017-07-13
755,cash,400,2014-05-02,2014-06-01
756,cash,2400,2013-12-30,2014-01-29
757,cash,500,2017-10-24,2017-11-23
758,cash,800,2018-04-16,2018-05-16
759,cash,800,2018-03-14,2018-04-13
760,cash,2100,2019-12-16,2020-01-15
761,cash,800,2019-12-29,2020-01-28
762,cash,2100,2015-10-12,2015-11-11
763,cash,1300,2016-10-24,2016-11-23
764,cash,1000,2015-01-27,2015-02-26
765,cash,1300,2018-09-03,2018-10-03
766,cash,800,2019-04-18,2019-05-18
767,cash,1600,2017-01-22,2017-02-21
768,cash,300,2018-03-17,2018-04-16
769,cash,1300,2019-10-10,2019-11-09
770,cash,2100,2014-03-07,2014-04-06
771,cash,1800,2014-12-27,2015-01-26
772,cash,900,2019-10-23,2019-11-22
773,cash,2500,2017-12-15,2018-01-14
774,cash,1200,2018-06-27,2018-07-27
775,cash,1800,2012-09-29,2012-10-29
776,cash,900,2018-10-13,2018-11-12
777,cash,1700,2018-03-08,2018-04-07
778,cash,1300,2015-10-25,2015-11-24
779,cash,800,2019-08-29,2019-09-28
780,cash,2500,2014-09-29,2014-10-29
781,cash,1800,2019-01-21,2019-02-20
782,cash,1400,2017-12-08,2018-01-07
783,cash,1700,2019-09-18,2019-10-18
784,cash,700,2019-05-04,2019-06-03
785,cash,2300,2019-11-16,2019-12-16
786,cash,1300,2017-01-18,2017-02-17
787,cash,1100,2014-01-23,2014-02-22
788,cash,1700,2018-11-18,2018-12-18
789,cash,1100,2018-05-25,2018-06-24
790,cash,2100,2019-04-20,2019-05-20
791,cash,2400,2017-05-14,2017-06-13
792,cash,600,2019-10-20,2019-11-19
793,cash,700,2017-06-15,2017-07-15
794,cash,1400,2018-09-07,2018-10-07
795,cash,1500,2019-02-03,2019-03-05
796,cash,700,2015-01-31,2015-03-02
797,cash,1600,2013-05-02,2013-06-01
798,cash,1000,2017-06-08,2017-07-08
799,cash,300,2016-02-28,2016-03-29
800,cash,1100,2013-09-15,2013-10-15
801,cash,2000,2016-06-30,2016-07-30
802,cash,1100,2019-10-24,2019-11-23
803,cash,400,2019-11-20,2019-12-20
804,cash,700,2017-10-24,2017-11-23
805,cash,2100,2015-03-05,2015-04-04
806,cash,2400,2019-07-20,2019-08-19
807,cash,1900,2019-03-04,2019-04-03
808,cash,400,2016-08-12,2016-09-11
809,cash,500,2015-11-16,2015-12-16
810,cash,600,2019-12-18,2020-01-17
811,cash,1100,2017-08-22,2017-09-21
812,cash,400,2019-12-16,2020-01-15
813,cash,300,2019-08-09,2019-09-08
814,cash,2500,2019-07-24,2019-08-23
815,cash,800,2015-08-30,2015-09-29
816,cash,400,2018-01-11,2018-02-10
817,cash,700,2019-02-18,2019-03-20
818,cash,2100,2012-12-18,2013-01-17
819,cash,2000,2017-08-27,2017-09-26
820,cash,1000,2013-02-06,2013-03-08
821,cash,600,2018-11-14,2018-12-14
822,cash,1100,2017-06-04,2017-07-04
823,cash,1000,2018-08-20,2018-09-19
824,cash,1800,2016-10-02,2016-11-01
825,cash,500,2018-07-31,2018-08-30
826,cash,1700,2014-03-14,2014-04-13
827,cash,2500,2017-02-28,2017-03-30
828,cash,2300,2018-07-12,2018-08-11
829,cash,1400,2017-07-01,2017-07-31
830,cash,300,2018-03-03,2018-04-02
831,cash,1200,2012-06-23,2012-07-23
832,cash,500,2016-07-19,2016-08-18
833,cash,300,2019-07-02,2019-08-01
834,cash,300,2017-08-22,2017-09-21
835,cash,700,2013-03-18,2013-04-17
836,cash,2300,2014-12-14,2015-01-13
837,cash,700,2019-06-27,2019-07-27
838,cash,1900,2019-05-22,2019-06-21
839,cash,2100,2017-06-11,2017-07-11
840,cash,800,2019-12-14,2020-01-13
841,cash,2000,2016-05-24,2016-06-23
842,cash,1600,2015-08-18,2015-09-17
843,cash,2000,2019-05-12,2019-06-11
844,cash,1800,2018-10-02,2018-11-01
845,cash,1500,2017-01-19,2017-02-18
846,cash,400,2018-10-26,2018-11-25
847,cash,900,2014-12-11,2015-01-10
848,cash,1600,2016-06-27,2016-07-27
849,cash,2200,2018-11-30,2018-12-30
850,cash,1800,2018-03-07,2018-04-06
851,cash,1500,2019-03-10,2019-04-09
852,cash,1300,2016-05-23,2016-06-22
853,cash,1100,2018-05-12,2018-06-11
854,cash,2200,2017-10-11,2017-11-10
855,cash,2100,2012-09-07,2012-10-07
856,cash,1000,2018-01-10,2018-02-09
857,cash,1200,2019-11-27,2019-12-27
858,cash,1600,2018-09-30,2018-10-30
859,cash,1200,2015-09-10,2015-10-10
860,cash,2100,2019-12-18,2020-01-17
861,cash,1700,2017-01-14,2017-02-13
862,cash,2100,2018-06-09,2018-07-09
863,cash,2200,2019-12-28,2020-01-27
864,cash,700,2019-06-05,2019-07-05
865,cash,700,2013-08-29,2013-09-28
866,cash,600,2016-05-13,2016-06-12
867,cash,800,2014-10-17,2014-11-16
868,cash,700,2019-06-25,2019-07-25
869,cash,1800,2018-04-08,2018-05-08
870,cash,700,2014-10-08,2014-11-07
871,cash,600,2014-07-27,2014-08-26
872,cash,700,2019-09-18,2019-10-18
873,cash,500,2019-06-17,2019-07-17
874,cash,2500,2013-12-08,2014-01-07
875,cash,1600,2018-12-20,2019-01-19
876,cash,1800,2019-04-07,2019-05-07
877,cash,500,2019-09-03,2019-10-03
878,cash,1500,2015-08-17,2015-09-16
879,cash,900,2018-04-05,2018-05-05
880,cash,400,2018-08-25,2018-09-24
881,cash,1700,2019-05-30,2019-06-29
882,cash,1300,2012-11-18,2012-12-18
883,cash,2100,2014-09-19,2014-10-19
884,cash,2300,2019-02-24,2019-03-26
885,cash,1900,2014-10-04,2014-11-03
886,cash,800,2019-12-28,2020-01-27
887,cash,1000,2014-10-27,2014-11-26
888,cash,400,2019-11-13,2019-12-13
889,cash,1400,2018-03-22,2018-04-21
890,cash,1400,2015-02-15,2015-03-17
891,cash,800,2018-03-19,2018-04-18
892,cash,400,2019-04-20,2019-05-20
893,cash,1700,2019-07-16,2019-08-15
894,cash,300,2018-02-08,2018-03-10
895,cash,300,2018-05-26,2018-06-25
896,cash,500,2015-05-22,2015-06-21
897,cash,700,2013-04-11,2013-05-11
898,cash,1300,2013-05-30,2013-06-29
899,cash,1400,2019-12-11,2020-01-10
900,cash,1100,2016-10-13,2016-11-12
901,cash,800,2014-05-10,2014-06-09
902,cash,1700,2019-06-27,2019-07-27
903,cash,1500,2019-11-14,2019-12-14
904,cash,1600,2015-09-19,2015-10-19
905,cash,1000,2015-11-12,2015-12-12
906,cash,1700,2014-05-09,2014-06-08
907,cash,1400,2019-04-26,2019-05-26
908,cash,1900,2019-10-27,2019-11-26
909,cash,700,2011-05-26,2011-06-25
910,cash,2500,2013-04-17,2013-05-17
911,cash,1900,2019-10-22,2019-11-21
912,cash,1400,2013-07-06,2013-08-05
913,cash,2400,2014-08-11,2014-09-10
914,cash,1400,2017-04-12,2017-05-12
915,cash,1700,2017-04-24,2017-05-24
916,cash,1600,2019-10-09,2019-11-08
917,cash,1400,2019-12-06,2020-01-05
918,cash,700,2017-02-12,2017-03-14
919,cash,1600,2013-11-25,2013-12-25
920,cash,1600,2019-05-25,2019-06-24
921,cash,2100,2018-01-24,2018-02-23
922,cash,300,2019-07-24,2019-08-23
923,cash,1200,2014-02-19,2014-03-21
924,cash,800,2018-08-18,2018-09-17
925,cash,1300,2018-05-11,2018-06-10
926,cash,800,2017-02-10,2017-03-12
927,cash,2200,2018-12-26,2019-01-25
928,cash,1000,2019-06-19,2019-07-19
929,cash,600,2019-12-05,2020-01-04
930,cash,1300,2019-06-19,2019-07-19
931,cash,400,2018-09-08,2018-10-08
932,cash,1000,2018-06-26,2018-07-26
933,cash,1000,2019-07-07,2019-08-06
934,cash,2400,2017-03-20,2017-04-19
935,cash,300,2013-09-22,2013-10-22
936,cash,1800,2019-09-10,2019-10-10
937,cash,300,2017-04-29,2017-05-29
938,cash,400,2013-12-16,2014-01-15
939,cash,2400,2017-10-12,2017-11-11
940,cash,1500,2018-02-26,2018-03-28
941,cash,1800,2015-09-08,2015-10-08
942,cash,2300,2017-01-29,2017-02-28
943,cash,500,2018-11-05,2018-12-05
944,cash,500,2018-08-30,2018-09-29
945,cash,300,2013-07-04,2013-08-03
946,cash,600,2014-01-23,2014-02-22
947,cash,2500,2014-07-16,2014-08-15
948,cash,400,2019-01-21,2019-02-20
949,cash,2200,2019-02-26,2019-03-28
950,cash,700,2019-02-14,2019-03-16
951,cash,500,2017-01-26,2017-02-25
952,cash,1000,2018-06-07,2018-07-07
953,cash,1600,2018-05-18,2018-06-17
954,cash,600,2018-09-11,2018-10-11
955,cash,600,2018-09-02,2018-10-02
956,cash,900,2016-03-08,2016-04-07
957,cash,2100,2019-06-03,2019-07-03
958,cash,1400,2019-09-07,2019-10-07
959,cash,2500,2019-12-26,2020-01-25
960,cash,1900,2016-10-08,2016-11-07
961,cash,300,2018-02-26,2018-03-28
962,cash,2000,2019-06-01,2019-07-01
963,cash,1600,2019-11-08,2019-12-08
964,cash,300,2018-06-22,2018-07-22
965,cash,500,2013-05-27,2013-06-26
966,cash,2200,2014-04-12,2014-05-12
967,cash,400,2018-12-29,2019-01-28
968,cash,800,2019-03-31,2019-04-30
969,cash,1500,2017-11-12,2017-12-12
970,cash,1300,2018-09-29,2018-10-29
971,cash,1700,2013-11-28,2013-12-28
972,cash,2000,2017-06-01,2017-07-01
973,cash,900,2019-10-01,2019-10-31
974,cash,2500,2018-01-15,2018-02-14
975,cash,1900,2018-04-15,2018-05-15
976,cash,2500,2019-05-04,2019-06-03
977,cash,700,2015-11-07,2015-12-07
978,cash,1600,2018-10-29,2018-11-28
979,cash,2100,2016-10-30,2016-11-29
980,cash,1700,2018-08-10,2018-09-09
981,cash,1000,2019-11-11,2019-12-11
982,cash,1100,2016-12-25,2017-01-24
983,cash,600,2017-11-01,2017-12-01
984,cash,2000,2018-06-16,2018-07-16
985,cash,1600,2014-11-28,2014-12-28
986,cash,1300,2019-07-22,2019-08-21
987,cash,600,2019-06-24,2019-07-24
988,cash,1100,2018-11-24,2018-12-24
989,cash,2100,2016-10-10,2016-11-09
990,cash,1500,2017-11-06,2017-12-06
991,cash,2400,2019-02-12,2019-03-14
992,cash,600,2018-12-19,2019-01-18
993,cash,900,2019-03-28,2019-04-27
994,cash,2400,2014-09-14,2014-10-14
995,cash,600,2013-05-16,2013-06-15
996,cash,600,2019-01-11,2019-02-10
997,cash,2400,2018-11-24,2018-12-24
998,cash,2400,2019-08-07,2019-09-06
999,cash,2100,2019-03-23,2019-04-22
1000,cash,1600,2019-03-06,2019-04-05
1001,cash,700,2016-11-05,2016-12-05
1002,cash,2300,2019-10-13,2019-11-12
1003,cash,1900,2015-09-16,2015-10-16
1004,cash,400,2017-08-27,2017-09-26
1005,cash,800,2016-01-28,2016-02-27
1006,cash,1000,2018-06-01,2018-07-01
1007,cash,1600,2018-10-20,2018-11-19
1008,cash,1400,2019-12-13,2020-01-12
1009,cash,2200,2019-04-17,2019-05-17
1010,cash,1700,2016-12-09,2017-01-08
1011,cash,1300,2018-07-15,2018-08-14
1012,cash,600,2019-04-13,2019-05-13
1013,cash,700,2019-10-14,2019-11-13
1014,cash,500,2018-11-21,2018-12-21
1015,cash,1900,2012-03-04,2012-04-03
1016,cash,1500,2018-12-10,2019-01-09
1017,cash,400,2019-06-02,2019-07-02
1018,cash,1000,2018-07-20,2018-08-19
1019,cash,2300,2012-07-05,2012-08-04
1020,cash,400,2018-05-01,2018-05-31
1021,cash,1100,2019-05-04,2019-06-03
1022,cash,1600,2019-02-13,2019-03-15
1023,cash,1500,2017-06-06,2017-07-06
1024,cash,500,2016-05-01,2016-05-31
1025,cash,600,2013-11-23,2013-12-23
1026,cash,1300,2017-12-23,2018-01-22
1027,cash,1600,2018-02-14,2018-03-16
1028,cash,2400,2016-04-20,2016-05-20
1029,cash,1800,2019-12-25,2020-01-24
1030,cash,1000,2011-08-04,2011-09-03
1031,cash,2300,2019-11-25,2019-12-25
1032,cash,2100,2015-07-07,2015-08-06
1033,cash,2100,2019-08-01,2019-08-31
1034,cash,1200,2019-10-19,2019-11-18
1035,cash,800,2017-05-03,2017-06-02
1036,cash,2100,2018-05-27,2018-06-26
1037,cash,2200,2018-12-14,2019-01-13
1038,cash,600,2019-05-24,2019-06-23
1039,cash,1300,2015-07-15,2015-08-14
1040,cash,800,2019-09-23,2019-10-23
1041,cash,1500,2019-12-02,2020-01-01
1042,cash,1800,2013-12-02,2014-01-01
1043,cash,2100,2013-01-16,2013-02-15
1044,cash,1600,2014-12-09,2015-01-08
1045,cash,1100,2019-05-13,2019-06-12
1046,cash,2000,2017-04-20,2017-05-20
1047,cash,1200,2016-11-30,2016-12-30
1048,cash,1500,2019-09-27,2019-10-27
1049,cash,2000,2019-08-01,2019-08-31
1050,cash,1600,2010-10-10,2010-11-09
1051,cash,1700,2019-08-18,2019-09-17
1052,cash,300,2015-02-15,2015-03-17
1053,cash,1300,2014-07-18,2014-08-17
1054,cash,800,2014-04-17,2014-05-17
1055,cash,1900,2018-08-30,2018-09-29
1056,cash,1600,2017-08-05,2017-09-04
1057,cash,600,2016-12-13,2017-01-12
1058,cash,700,2019-11-23,2019-12-23
1059,cash,500,2016-05-25,2016-06-24
1060,cash,1000,2019-09-27,2019-10-27
1061,cash,1000,2017-12-05,2018-01-04
1062,cash,1500,2017-12-12,2018-01-11
1063,cash,900,2016-08-13,2016-09-12
1064,cash,600,2015-11-03,2015-12-03
1065,cash,2500,2018-09-22,2018-10-22
1066,cash,600,2019-06-05,2019-07-05
1067,cash,2000,2013-10-13,2013-11-12
1068,cash,800,2019-06-24,2019-07-24
1069,cash,600,2017-12-26,2018-01-25
1070,cash,300,2014-11-20,2014-12-20
1071,cash,2100,2018-08-31,2018-09-30
1072,cash,400,2019-12-07,2020-01-06
1073,cash,500,2014-10-04,2014-11-03
1074,cash,700,2019-07-18,2019-08-17
1075,cash,1100,2015-08-03,2015-09-02
1076,cash,1100,2012-10-06,2012-11-05
1077,cash,2500,2013-09-18,2013-10-18
1078,cash,1900,2016-01-17,2016-02-16
1079,cash,600,2019-10-26,2019-11-25
1080,cash,1300,2018-05-23,2018-06-22
1081,cash,2400,2016-05-07,2016-06-06
1082,cash,1300,2019-12-18,2020-01-17
1083,cash,700,2016-08-18,2016-09-17
1084,cash,700,2019-09-25,2019-10-25
1085,cash,300,2019-06-15,2019-07-15
1086,cash,1100,2015-10-12,2015-11-11
1087,cash,400,2013-10-07,2013-11-06
1088,cash,2100,2011-01-15,2011-02-14
1089,cash,1300,2019-11-18,2019-12-18
1090,cash,1900,2018-09-25,2018-10-25
1091,cash,2500,2018-09-17,2018-10-17
1092,cash,1800,2015-06-25,2015-07-25
1093,cash,2200,2016-08-14,2016-09-13
1094,cash,400,2015-08-19,2015-09-18
1095,cash,2300,2017-10-14,2017-11-13
1096,cash,1300,2019-07-18,2019-08-17
1097,cash,2500,2017-08-20,2017-09-19
1098,cash,2500,2015-11-25,2015-12-25
1099,cash,1200,2017-10-30,2017-11-29
1100,cash,400,2019-03-29,2019-04-28
1101,cash,1900,2018-11-26,2018-12-26
1102,cash,1500,2017-07-03,2017-08-02
1103,cash,1500,2017-07-11,2017-08-10
1104,cash,800,2018-11-18,2018-12-18
1105,cash,1200,2018-03-30,2018-04-29
1106,cash,1300,2018-05-25,2018-06-24
1107,cash,400,2019-07-08,2019-08-07
1108,cash,2100,2016-03-15,2016-04-14
1109,cash,1800,2019-07-24,2019-08-23
1110,cash,900,2017-10-22,2017-11-21
1111,cash,1900,2016-07-18,2016-08-17
1112,cash,2300,2019-11-06,2019-12-06
1113,cash,300,2018-03-07,2018-04-06
1114,cash,2100,2019-10-16,2019-11-15
1115,cash,600,2019-08-18,2019-09-17
1116,cash,600,2019-12-18,2020-01-17
1117,cash,500,2019-07-10,2019-08-09
1118,cash,500,2019-11-13,2019-12-13
1119,cash,1300,2019-06-15,2019-07-15
1120,cash,1700,2012-04-27,2012-05-27
1121,cash,400,2019-08-26,2019-09-25
1122,cash,1300,2018-03-10,2018-04-09
1123,cash,600,2019-10-17,2019-11-16
1124,cash,600,2019-07-14,2019-08-13
1125,cash,1100,2013-08-20,2013-09-19
1126,cash,1400,2015-07-11,2015-08-10
1127,cash,2300,2015-09-01,2015-10-01
1128,cash,500,2019-05-05,2019-06-04
1129,cash,2300,2019-12-15,2020-01-14
1130,cash,2000,2018-12-28,2019-01-27
1131,cash,1100,2019-12-24,2020-01-23
1132,cash,2000,2017-08-28,2017-09-27
1133,cash,1700,2014-05-15,2014-06-14
1134,cash,400,2013-12-18,2014-01-17
1135,cash,2300,2014-07-04,2014-08-03
1136,cash,1400,2019-11-19,2019-12-19
1137,cash,400,2019-12-10,2020-01-09
1138,cash,2400,2016-12-25,2017-01-24
1139,cash,900,2018-08-24,2018-09-23
1140,cash,900,2018-02-04,2018-03-06
1141,cash,600,2019-08-17,2019-09-16
1142,cash,500,2014-04-29,2014-05-29
1143,cash,1900,2019-06-12,2019-07-12
1144,cash,800,2013-03-01,2013-03-31
1145,cash,1100,2018-02-13,2018-03-15
1146,cash,1100,2018-11-29,2018-12-29
1147,cash,2500,2019-06-15,2019-07-15
1148,cash,1500,2014-01-02,2014-02-01
1149,cash,1200,2015-04-03,2015-05-03
1150,cash,600,2016-03-05,2016-04-04
1151,cash,700,2014-10-10,2014-11-09
1152,cash,700,2019-06-07,2019-07-07
1153,cash,600,2019-01-14,2019-02-13
1154,cash,2500,2019-10-15,2019-11-14
1155,cash,900,2019-05-27,2019-06-26
1156,cash,2500,2019-11-10,2019-12-10
1157,cash,1000,2013-11-04,2013-12-04
1158,cash,300,2016-11-01,2016-12-01
1159,cash,1800,2019-06-25,2019-07-25
1160,cash,400,2019-03-10,2019-04-09
1161,cash,1900,2019-09-13,2019-10-13
1162,cash,500,2018-06-17,2018-07-17
1163,cash,2400,2015-03-02,2015-04-01
1164,cash,300,2018-01-12,2018-02-11
1165,cash,2000,2019-06-19,2019-07-19
1166,cash,900,2015-06-11,2015-07-11
1167,cash,1600,2019-10-05,2019-11-04
1168,cash,1900,2014-04-15,2014-05-15
1169,cash,1900,2018-09-11,2018-10-11
1170,cash,2200,2019-07-23,2019-08-22
1171,cash,800,2019-03-08,2019-04-07
1172,cash,700,2017-12-27,2018-01-26
1173,cash,700,2019-05-24,2019-06-23
1174,cash,600,2015-03-23,2015-04-22
1175,cash,1300,2016-05-11,2016-06-10
1176,cash,2300,2019-08-17,2019-09-16
1177,cash,2200,2018-07-03,2018-08-02
1178,cash,1800,2014-04-05,2014-05-05
1179,cash,2200,2018-05-06,2018-06-05
1180,cash,1500,2015-01-22,2015-02-21
1181,cash,300,2018-03-03,2018-04-02
1182,cash,1700,2017-11-26,2017-12-26
1183,cash,600,2019-12-23,2020-01-22
1184,cash,1700,2019-05-14,2019-06-13
1185,cash,1800,2019-05-24,2019-06-23
1186,cash,1300,2018-12-03,2019-01-02
1187,cash,400,2017-01-24,2017-02-23
1188,cash,1800,2016-12-13,2017-01-12
1189,cash,400,2015-02-18,2015-03-20
1190,cash,400,2019-03-25,2019-04-24
1191,cash,600,2014-09-17,2014-10-17
1192,cash,2500,2019-11-17,2019-12-17
1193,cash,2500,2016-02-18,2016-03-19
1194,cash,300,2016-04-28,2016-05-28
1195,cash,1400,2016-12-07,2017-01-06
1196,cash,500,2016-08-01,2016-08-31
1197,cash,1000,2016-12-24,2017-01-23
1198,cash,600,2015-02-02,2015-03-04
1199,cash,1000,2019-11-21,2019-12-21
1200,cash,2100,2019-02-26,2019-03-28
1201,cash,1800,2016-08-26,2016-09-25
1202,cash,1900,2017-04-14,2017-05-14
1203,cash,300,2011-09-08,2011-10-08
1204,cash,900,2019-12-14,2020-01-13
1205,cash,900,2018-06-21,2018-07-21
1206,cash,1800,2017-07-06,2017-08-05
1207,cash,1900,2016-05-03,2016-06-02
1208,cash,700,2017-08-02,2017-09-01
1209,cash,700,2019-08-28,2019-09-27
1210,cash,2000,2019-01-25,2019-02-24
1211,cash,1200,2017-04-19,2017-05-19
1212,cash,1900,2012-08-10,2012-09-09
1213,cash,2000,2018-04-21,2018-05-21
1214,cash,1600,2012-08-11,2012-09-10
1215,cash,1800,2019-11-03,2019-12-03
1216,cash,1700,2019-09-22,2019-10-22
1217,cash,1800,2015-07-08,2015-08-07
1218,cash,2400,2016-05-18,2016-06-17
1219,cash,1200,2015-05-27,2015-06-26
1220,cash,1100,2015-05-27,2015-06-26
1221,cash,1000,2016-01-07,2016-02-06
1222,cash,1900,2015-05-28,2015-06-27
1223,cash,400,2014-04-10,2014-05-10
1224,cash,300,2018-02-21,2018-03-23
1225,cash,1100,2019-04-25,2019-05-25
1226,cash,800,2017-10-14,2017-11-13
1227,cash,2400,2019-12-12,2020-01-11
1228,cash,500,2017-03-11,2017-04-10
1229,cash,800,2018-03-14,2018-04-13
1230,cash,1300,2017-02-21,2017-03-23
1231,cash,2200,2012-08-14,2012-09-13
1232,cash,2400,2017-12-09,2018-01-08
1233,cash,2400,2016-03-12,2016-04-11
1234,cash,300,2018-12-16,2019-01-15
1235,cash,1400,2019-11-17,2019-12-17
1236,cash,1700,2018-05-09,2018-06-08
1237,cash,1500,2018-07-07,2018-08-06
1238,cash,700,2010-07-14,2010-08-13
1239,cash,2300,2016-01-13,2016-02-12
1240,cash,1700,2018-03-19,2018-04-18
1241,cash,2100,2017-11-10,2017-12-10
1242,cash,1200,2018-10-10,2018-11-09
1243,cash,800,2014-08-29,2014-09-28
1244,cash,800,2018-04-24,2018-05-24
1245,cash,600,2013-09-09,2013-10-09
1246,cash,400,2019-03-22,2019-04-21
1247,cash,2500,2013-12-21,2014-01-20
1248,cash,800,2019-09-13,2019-10-13
1249,cash,2100,2019-11-27,2019-12-27
1250,cash,400,2013-09-19,2013-10-19
1251,cash,700,2018-01-11,2018-02-10
1252,cash,700,2016-01-20,2016-02-19
1253,cash,2300,2017-09-08,2017-10-08
1254,cash,1300,2018-02-27,2018-03-29
1255,cash,1600,2014-09-20,2014-10-20
